nombre,calle,municipio,provincia,codigo_postal
"FORD NICOLÁS, concesionario oficial Ford","Avenida Tarragona, 135",Vilafranca del penedés,Barcelona,08720
"FORD PEREZ MARIN MOTOR, concesionario oficial Ford",Poligono Ind.'los Olivares',Jaen,Jaén,23009
"FORD ROHERCAR, concesionario oficial Ford",C/ Crisol 4,Tres cantos,Madrid,28760
FORD ROMACAR ABS,Calle Diputacion 43 (Esq. C/Rocafort),Barcelona,Barcelona,08015
"FORD SERRAMOTOR, concesionario oficial Ford","Autovia De Andalucia,Km-171",Manzanares,Ciudad real,13200
FORD TALLERES RAMON RAMOS,P.i.hiniesta.c/Muela Quebrada 70,Zamora,Zamora,49024
FORD TARRACO CENTER VALLS,Autovía De Salou Nº6,Tarragona,Tarragona,43006
"FORD TOMOVIL CUEVAS, concesionario oficial Ford","Rua De Seixalbo, 4",Ourense,Orense,32005
FORD TRIMOTOR,"Crta. De Caceres, Km.8",Trigueros,Huelva,21620
"FORD TYSA SEVILLA, concesionario oficial Ford","C/ Alava, 7 (Avda. De Andalucia)",Sevilla,Sevilla,41007
FORD TYSA SEVILLA.,"C/ Alava, 7 (Avda. De Andalucia)",Sevilla,Sevilla,41007
FORD Y KIA LEBRIJA,"Av. Jose Mª Tomaseti, 15",Lebrija,Sevilla,41740
FORESGA,Pablo Picasso Nº 8 1º Izda,Ourense,Orense,32002
FOREST PIONEER SL,,,Guipúzcoa,
Forestal Aiztin berri,Bario Itxaropen,Legazpia,,20230
FORUM CENTER,"C/Canarias,1",Alella,Barcelona,08328
Forzarra Cars,Pol. Valdecebada Parcela 28,Madroñera,Cáceres,10210
FORZAUTO,Camí Vereda Sur 12,Beniparrell,Valencia,46469
FOSAVI,-,-,Madrid,28702
Fotocoche.net,Ctra. Del Palmar 599,El palmar,Murcia,30120
FR AUTOMOVILES,"Ctra. Andalucia, Km 54",Ontigola,Toledo,45340
FR CARS,28054 Madrid Capital Madrid,Madrid,Madrid,28054
FR CARS,Calle D'alfons El Magnànim 33,Palma,Islas baleares,7004
FR WORLD CARS,"Calle Pol. Ind. B-1, 54A",Chinchilla de monte-aragón,Albacete,02520
FRAMACAR AUTOMOVILES,"Ctra. Cordoba, Km. 429",Atarfe,Granada,18230
FRAMÓN MOTOR,C/ General Banuls 50,Bigastro,Alicante,3380
FRANCESC BALAGUE SANUY,"Av. Paseo, 11",Lerida,Lleida,25740
Francesc CONNECTING BCN,"Gregori Resina, 2 (2-2)",Granollers,,08401
FRANCISCO JAVIER LUCENA ORTEGA,"C/ Villardondiego, 1 - Post",Madrid,Madrid,28032
FRANCISCO JAVIER MARTIN BLANCO,"Calle Del Niscalo, 5,",Plasencia,Cáceres,10600
FRANCISCO JOSE ALVAREZ RIVADENEIRA,"Trav. De Les Corts, 51-53. Interior Parking Nou Camp",Barcelona,Barcelona,8028
FRANCISCO MORALES RIOS,,,Sevilla,
Frank.Cars,Ricat 31,Barcelona,Barcelona,08930
freemissions,"Veneçuela, 54",Barcelona,Barcelona,08019
fresercat,El Masnou,Barcelona,,08320
FS AUTOMOVILES,"Ctra. Paterna - Cañada, Km. 2,2",Paterna,Valencia,46980
FS CARS,Concertar Cita Previa,Ribadeo,Lugo,27700
FT MOTOR,Avenida De Madrid Nº27,Arganda del rey,Madrid,28500
FUERAPISTA4X4,Rúa As Baloutas 6 - Pol. Ind. A Veigadaña,Mos,Pontevedra,36416
FULL MOTOR TALLER,"Paseo De Las Cañas, 2 R, Nave 2",Numancia de la sagra,Toledo,45230
FURGO AUTO (Venta - Rent a car - Alquiler),"Calle Pintor Joan Gris, 13 - Local 2",Manacor,Islas baleares,07500
FURGO Y AUTO..,C/ Peña Redonda R26,Llanera,Asturias,33192
FURGOGANDIA,"Avda. D´alacant, 109",Gandia,Valencia,46702
FURGONETAS ÁGREDA AUTOMÓVIL MERCEDES-BENZ,"Ctra De Madrid Km 315,7",Zaragoza,Zaragoza,50012
FURGONETAS COSTA DEL SOL *,"C/ Caddie Local, 15",Estepona,Málaga,29680
Furgonetas MERCEDES-BENZ ONDO,Alto De Armentia 26,Vitoria-gasteiz,Álava,01007
FurgonetasSevilla.com,Avenida De La Innovación 391,La rinconada,,41300
Furgonika,Carrer De La Remallaire 28,Mataro,Barcelona,08302
FURGOVAL MOTOR SL,Avda Madrid 11 Nave 10,Valdemoro,Madrid,28342
FUTURA MOTOR SPORT.,659411569,Soria,Soria,42005
G.S,.,L' espluga de francoli,Tarragona,43440
G.T.V. FERTRADESL,Calle Herrera N82,Aljaraque,,21110
"GALANIA, S.A.",,,Barcelona,
GALAXYIMPORTEXPORT,"C/ Lago De Sanabria, 179",Parla,,28981
GALCAR,Avenida Finisterre Nº 331,A coruña,La coruña,15008
GALINDO MAQUINARIA,,,Murcia,
GALLERY CAR,Salamanca,Salamanca,Salamanca,37184
GALMOTOR,Crta. Camposancos 113. 36213,Vigo,Pontevedra,36213
Galo G. Ventapro,-,Torredembarra,Tarragona,43830
GALTZADA ERAIKETAK 2011,Gernika,Gernika,,48300
GALVEZ MOTOR,"Avda. De Velazquez, 114",Malaga,Málaga,29004
GAM CARS,Carretera Barrio 19,Galende,Zamora,49350
GAM MOTOR,Poligono Industrial Talluntxe C/ B Nº42,Noain,Navarra,31110
GAMBOA OCASION,"Avenida Carlos Sainz, 15 Leganes",Madrid,Madrid,28914
GAMO BAHIA,"P.i. Tres Caminos - C/ Calamar, S/N",Puerto real,Cádiz,11510
GAMO BAHIA TOYOTA,Calamar,Puerto real,Cádiz,11510
GANGA CARS LAS PALMAS,"C/ Velázquez, 1",Telde,Las palmas,35215
GANGACARS,Calle Fraguas 18,Alcorcon,Madrid,28922
GARACARS,Primer De Maig 39,Sant boi de llobregat,Barcelona,8830
GARAGE 77 ZARAGOZA,"C/ Obispo Tajon, 22",Zaragoza,Zaragoza,50005
GARAGE CLASSIC CARS,Barcelona,Barcelona,Barcelona,08310
GARAGE CLUB,"Calle Catalunya, 37",Llerona,Barcelona,8520
GARAGE REAL,Calle Real Nº 14,Fuengirola,Málaga,29640
GARAJE 714,Avenida Fernan Nuñez Nº6,El arrecife/ la carlota,Córdoba,14191
GARAJE AURTENETXE,"Barrio Aretxalde, 105, Lezama",Vizcaya,,48196
"Garaje Eddy Kramer, Premium Cars","N-332, Partida El Planet 156 L Y 159 G",Altea,Alicante,03590
"GARAJE J-J, concesionario oficial Suzuki",Ventas,Madrid,Madrid,28015
"GARAJE J-J, concesionario oficial Suzuki","Rguez. San Pedro, 13 Duplicado",Madrid,Madrid,28015
GARAJE MARTIN,"Av. Costajan, 3, Bajo",Aranda de duero,Burgos,09400
GARAJE MOTOR,C/La Zubia Nº 6 Parcela 125 A,Peligros,Granada,18210
GARAJES CARS,-,Barcelona,Barcelona,8001
GARANTIA MOTOR,Valle De Tormes 2 Local 4,Boadilla del monte,Madrid,28660
GARANTIAUTO.,Carretera De Torrox Nº1,Torrox costa,Málaga,29770
GARATGE BOSCH,"Compositor Toldra, 15",Olot,Girona,17800
GARCIA MAQUINARIA AGRICOLA,,,Soria,
"GARCÍA RAMIRO MAQUINARIA, SL.",Calle Vega Del Bornova 23,Quer,,19209
GARCIA SCABUZZO GROUP,,,Granada,
GARROSALORA DE INVERSIONES ESPAÑA S.L,C/ Pintor Pastor Calpena 24 1º A,Aspe,Alicante,03680
GARRYAUTO,Concertar Cita Previa,Madrid,Madrid,28939
GAS MOTOR GALLERY,"Carrer Cocentaina, 5,",Alicante,Alicante,03170
GASERVI,Poligono Industrial El Buho Junto El Bodegon,Cieza,Murcia,30530
GASS MOTORSPORT,"C/ Major, 76",Sta. coloma de gramanet,Barcelona,08921
Gasteauto,Venta De La Estrella 2 Pabellon 3,Alava,Álava,01015
Gather Machine SL,Camino Viejo 13,La hoya,,30816
Gatraex S.L.,"C\ Gafarro, 12",Ibiza,,07817
GATSBY GARAGE,Carretera De Badajoz Km 23,Valverde de leganes,Badajoz,06030
GAUDENCAR VEHICULOS DE OCASION,"Crta Logroño, Km110 - Naves Sanzucar Nave D4",Burgos,Burgos,09007
GAURSA,"Arriandi, 12",Iurreta,Vizcaya,48215
GAZPI MERCEDES-BENZ,"C/ Berroa, 1 Del Parque Empresarial La Estrella",Aranguren,Navarra,31192
GB AUTOMOCION,"Calle Magallanes, 51 Bajo",Elda,Alicante,03600
GB CARS SPAIN,"Calle Algorfa, Nº16",Elche,Alicante,03203
GCV81 Motors,Avenida Andalucia Nº75,Cúllar vega,Granada,18195
GEA MOTOR,Vereda Salaza Sn,Aparecida,Alicante,03311
GEICAR,"C/ Regordoño, 15",Mostoles,Madrid,28936
GELACARS.,C/ Vallas Nº17,Loeches,Madrid,28890
GEMAQ OCASION,Meatzari Kalea 5 - Irun,Guipuzcoa,,20303
GENCAR AUTOMOCION,Carretera De Santomeraalquerias Nº 28,El raal,Murcia,30139
George Soare,Rosa Chacel N 43 Local,Torrejon de ardoz,Madrid,28850
GEOTUNEL S.L.,C/ Las Viñas. Parcela 62. Poligono De La Pedregosa,Nájera,La rioja,26300
GERCARS,Avenida De La Industria Nº 61,Humanes de madrid,Madrid,28970
GERMACARS MOBILITY,"Avenida Quitapesares, 20, Nave 41 F",Villaviciosa de odon,Madrid,28670
GERMAN GARAGE,C/ Teso De La Feria - 21 Local,Salamanca,Salamanca,37008
Germans casas,Rial Valldemaria Sn,Arenys de mar,,08350
GERMANS FERNANDEZ ARBUCIES,"Pol. Industrial Cal Xic, 12 - 17401 - Arbúcies – Girona",Arbucies,Girona,17401
GERPONCARS,Concretar Cita Previa,Valdemoro,Madrid,28342
GESABUR,Concertar Cita Previa,Burgos,Burgos,09001
GESALLCAR,"C/Nivel Nº 21 Local , Poligono Inds. Store",Sevilla,Sevilla,41008
GESMOVIL GESTION DEL AUTOMOVIL,"C Rio Ebro 2,",Arganda del rey,Madrid,28500
Gespal Promociones,-,Madrid,Madrid,28031
Gest Autotrade SL,Calle Vistaalegre 5,Quintanar de la orden,,45800
GEST-4 MACHINERY & TOOLS,,,Girona,
GESTICAN AUTOMÓVILES,Calle Arguineguin 3,Las palmas de gran canaria,Las palmas,35010
GESTICAN AUTOMÓVILES TENERIFE,Avenida Modesto Hernandez Gonzalez 14,Las chafiras,Tenerife,38639
GESTICAR BILBAO,Calle Gernika 40,Galdakao,Vizcaya,48960
Gestió Ad Hoc SL,Pintor Fortuny 24 3º1ª,Barcelona,,08001
GESTIO GAMA 23.,C/ Plo Nº7 Nave 2C,Tarragona,Tarragona,43006
GESTION TRAMITACION Y VENTAS FER TRADE S.L,"Primitivo Lázaro, 3 - 3ºd",Huelva,,21004
GESTIONA MOTOR,Granada,Granada,Granada,18006
"GESTRUCK, S.L",Gandaras De Prado-Budiño,Porriño,Pontevedra,36475
GET ONLINE,C/ Nevada -10,Arganda del rey,Madrid,28500
GI-CARS,Gerona,Girona,Girona,17005
GIGANTE MOTOR,P.i. El Palmar C/Forja 6,Puerto de santa maria,Cádiz,11500
GIJONCARS,"Avenida Oviedo, 14. Bajo.",Gijon,Asturias,33211
gil forestal s.l,"Calle Sol,8",Peñarroya de tastavins,,44586
Gil San Car,Calle Alicates Nº2,Sevilla,Sevilla,41008
GINES HUERTAS CERVANTES CARTAGENA,Avenida Juan Carlos I 63,Cartagena,Murcia,30201
GINES HUERTAS CERVANTES MURCIA,"Mayor, S/N",Espinardo,Murcia,30100
GINES HUERTAS INDUSTRIALES,Autovia El Palmar-Caravaca Poligono Industrial Citmusa,Sangonera la seca,Murcia,30835
GIROCASION,Ctra. Barcelona 236,Girona,Girona,17003
GJ CARS,"El Morralin, S/N",Asturias,Asturias,33186
GLASS AUTOS,Avenida Utrera 204,Palacios y villafranca,Sevilla,41720
"GLOBAL CARRETILLAS ELEVADORAS, S.L.",,,Barcelona,
GLOBAL CARS,"Carretera Alcaracejos, Esq. Rafael Alberti, 3",Pozoblanco,Córdoba,14400
GLOBAL CARS,Carretera De La Canaleja S/N . Junto A Recinto Ferial,Pozoblanco,Córdoba,14400
Global motor,"Avenida Juan Carlos I,",Murcia,Murcia,30100
GLOBAL PARTS 2013,,,Albacete,
Gloobal Mooving Rent S.A.,"Verneda Del Congost, 6",Barcelona,Barcelona,08160
GM CHAMORRO,"Avda. Reina Victoria, 38",Alpedrete,Madrid,28400
GO MOTOR.,Av. Dels Mercaders 2,Reus,Tarragona,43204
Go Up Machines S.L - Santpedor,Ronda De Sant Pere 317,Santpedor,,08251
GOCARS,Calle Mayor 25 Bj,Murcia,Murcia,30006
GOLDEN CARS,Concretar Cita Previa,Leganes,Madrid,28914
GOMARIZ SISTEMAS DE ELEVACION,,,Murcia,
GOMBAU AUTOS,Angel Guimera 43,Palamós,Girona,17230
"GONZACAR, concesionario oficial Ford",Avda. Cruceiro Da Coruña Nº 236,Santiago de compostela,La coruña,15890
"GONZACAR, S.L.",Avda. Cruceiro Da Coruña Nº 236,Santiago de compostela,La coruña,15890
"González Barroso, María Antonia",Urbanización Pedrol 30,Tarragona,Tarragona,43007
GOUGO,Ronda De Levante N 19,Murcia,Murcia,30008
GRAMANUM S.L.,Calle Rotela 9,Leon,,24391
GRAN BULEVAR CARS,"Glorieta De La Cruz Roja, Parking -1",Oviedo,Asturias,33001
Gran Motor Sport,Calle Maria De Las Mercedes De Borbon Nº162,Valdebebas,Madrid,28055
GRANADA WAGEN,"Avenida De Andalucía, 79",Cúllar vega,Granada,18195
GRANALU TRANSFORMACIONES S.L.,Ctra C.l. 601 Km 58,Sanchonuño,Segovia,40297
GRANITOS DEL VAL,Mugares 121,Toén,,32930
GRANTURISMO AUTOMOCION,Avda Doctor Pedro Guillen 5 Edificio Marla Center,Murcia,Murcia,30100
GRCOMEX,,,Sevilla,
GREAUTO,C/ Bolivia Nº8,Villares de la reina,Salamanca,37184
GREENCAR DETAIL,"C/ De Sant Joaquim, 88",Santa coloma de gramenet,Barcelona,08922
GRUAS BERMEJO SL,Avda Gremio Segovianos,Segovia,,40195
"Gruas Sancho Toro, S.L.",,,Sevilla,
"GRUAS Y CONTENEDORES COMPRA VENTA, S.L.",,,Almería,
"GRUAS Y MONTAJES ODRA, S.L.U.",,,Burgos,
Gruas y Transportes Venteo,Calle Charles Darwin 5,La rinconada,,41300
GRUP FAURIA,"Avda. Vidreres, 3",Lloret de mar,Girona,17310
GRUP FUBER,"Calle Bac De Roda, 165 - 169",Barcelona,Barcelona,08018
GRUPCAR,Ctra Nacional Ii 20,Fornells de la selva,Girona,17458
GRUPO 2,Barrera 4 Bajo,Logroño,La rioja,26005
GRUPO AGUSTINA,Ctra. Madrid- Valencia Km. 305,Buñol,Valencia,46360
GRUPO AVOLO.,"C/. Beatriz Nuñez, 1",Jaen,Jaén,23009
Grupo Barea,Calle Noruega 4,Córdoba,Córdoba,14014
GRUPO BEDTRANS,"C/ Villanova Y La Geltru, Nave 3",Reus,Tarragona,43206
Grupo Beniautos,Avd. Albir 106,Alfaz del pi,Alicante,03580
GRUPO BLENDIO CONCESIONARIO ASTURIAS,Ctra Oviedo Santander Km7,Granda,Asturias,33199
Grupo BLENDIO Concesionario Ávila,"Poligono Industrial, C/ Jorge Ruiz De Santayana, 62",Avila,Ávila,05004
GRUPO BLENDIO CONCESIONARIO CANTABRIA,"Av. Parayas, 14.",Santander,Cantabria,39011
GRUPO BLENDIO CONCESIONARIO LA CORUÑA,Avda. Madrid 129,Vigo,Orense,36214
GRUPO BLENDIO CONCESIONARIO LOGROÑO,Avenida De Burgos 39,Logroño,La rioja,26007
GRUPO BLENDIO CONCESIONARIO LUGO,Estrada De A Coruña 103,Lugo,Lugo,27003
GRUPO BLENDIO CONCESIONARIO OURENSE,"Crta. Madrid, Km. 230,7",San cibrao das viñas,Orense,32911
GRUPO BLENDIO CONCESIONARIO PONTEVEDRA,"Polígono Co. Barreiros Carrtera Nacional Madrid Km 230,700",Ourense,Orense,32915
Grupo BLENDIO Concesionario Salamanca,"Polígono Industrial El Montalvo L, C/ Nobél 102-103",Salamanca,Salamanca,37008
GRUPO BLENDIO VIZCAYA,"Carretera Lutxana Asua Errepidea 9,",Erandio,Vizcaya,48950
Grupo Cars,-,Torrent,Valencia,46900
Grupo CMR,"Sierra De Guadarrama, 35 Nave 10,",San fernando de henares,Madrid,28830
GRUPO COMPOSTELA OCASION,Santiago De Compostela,Santiago de compostela,La coruña,15866
GRUPO CONFIACAR AUTOMOCION,C/ Cartagena Nº5 Bajo,Caravaca de la cruz,Murcia,30400
Grupo de Santiago Automoción,"Avda. Alcalde Martin Cobos, 26",Burgos,Burgos,09007
Grupo de Santiago Automoción Madrid,Madrid,Madrid,Madrid,28002
GRUPO DIMOLK,Avda Das Mariñas 272,Oleiros,La coruña,15172
Grupo Dynamo Hispaman SL - G D H -,Puerto De Guadarrama 40- 42,Mostoles,Madrid,28935
GRUPO FLEXICAR SEVILLA.,Av. De Montes Sierra 36,Sevilla,Sevilla,41007
GRUPO FLEXICAR VALENCIA.,C/ Ciudad De Lliria 1011,Paterna,Valencia,46980
GRUPO GEDAUTO,"Ctra. Nacional, V, Km. 340",Merida,Badajoz,06800
GRUPO GINESTAR ALICANTE,"Pol. Ind. La Pedrera, C./ Franklin, 4-5 D",Benissa,Alicante,03720
GRUPO GINESTAR VALENCIA,Avenida De Ausias March 196,Valencia,Valencia,46026
Grupo Gruas Lolo,Carretera Rota Km2,Rota,,11520
Grupo Huertas,"Ctra. Madrid, Km 373 P.i. La Serreta.",Molina de segura,,30500
GRUPO HUNE,Calle Aguacate 56 4ª Planta,Madrid,Madrid,28054
GRUPO INDUKERN,"Paseo Castellana, 156 - Piso 1º -",Madrid,Barcelona,28046
Grupo Jd Motor,"Avenida Canarias 65,",Vecindario,Las palmas,35119
GRUPO JULIAN AUTOMOTIVE a Estrenar,Ctra. Madrid Km.234,Burgos,Burgos,09001
GRUPO JULIAN AUTOMOTIVE Ocasión,"Crta Madrid-Irum, Km 234 Pol. Ind. Los Pedernales",Burgos,Burgos,09001
GRUPO LESSEPS MOTORS,"Avenida Vallcarca, 77",Barcelona,Barcelona,08023
GRUPO MADURGA,"Calle Eduardo Saavedra, 44",Soria,Soria,42004
GRUPO MALUZE,C/ Fragua 8,Marbella,Málaga,29603
GRUPO MOTORALBA,"Vrda. Santa Cruz,S/N",Albacete,Albacete,02006
GRUPO NANI,"C/ Primera, 21",Carbajosa de la sagrada,Salamanca,37188
GRUPO NANI VN,"C/ Primera, 21 P.i. Montalvo 3",Carbajosa de la sagrada,Salamanca,37188
GRUPO PALACIOS ALICANTE,Avenida Alicante 102,Concentaina,Alicante,03820
GRUPO PALACIOS VALENCIA,"Carrer De Benicarló, 9,",València,Valencia,46020
GRUPO PARICIO,Avenida Del Aljarafe 66,Pilas,Sevilla,41840
GRUPO RAXELL,San Norberto 21,28021,,Madrid
GRUPO SAUGAR,"Sancho Dávila,17",Sotillo de la adrada,Ávila,05420
Grupo Ser Logistica Internacional De Vehiculos S.l.,Carrer De Montanyans 14,Vilanova i la geltru,,08800
"GRUPO SIDEGAL GALICIA, S.L.U.",,,Lugo,
Grupo SMG,Concertar Cita Previa,Fuenlabrada,Madrid,28945
Grupo Solera Cádiz,"Ctra. Madrid-Cadiz, Km. 635 Parque Empresarial Jerez",Jerez de la frontera (cadiz),Cádiz,11407
Grupo Solera Madrid,Madrid,Madrid,Madrid,28050
GRUPO TARTIERE AUTO OCCIDENTE,"Pl Rio Tinto, Crrt. N-634, Km 528",Jarrio-coaña,Asturias,33719
GRUPO TERRY,"P.i. Ctra. Amarilla, C/ Alava, 1",Sevilla,Sevilla,41007
GRUPO TODOMOTOR,"C/ Juan Diego De Dios, 52 Puerta 23",Linares,Jaén,23700
GRUPO URETA AUTOMÓVILES,"Crta. Madrid - Irun, Km.234,400",Burgos,Burgos,09001
GRUPO URETA AUTOMÓVILES - CÁDIZ,"Ctra. Madrid-Cadiz, Km. 635 Parque Empresarial Jerez",Jerez de la frontera (cadiz),Cádiz,11407
Grupo Ureta Automóviles Burgos,"Crta. Madrid - Irun, Km.234,400",Burgos,Burgos,09001
Grupo Ureta Automóviles Palencia,"C. Andalucía, P-8",Palencia,Palencia,34004
GRUPO URETA AUTOMÓVILES- PALENCIA,"C. Andalucía, P-8",Palencia,Palencia,34004
GRUPO URETA AUTOMÓVILES-MADRID,Madrid,Madrid,Madrid,28050
GRUPO VELAZQUEZ SEVILLA,"C/ Juan Peña El Lebrijano, 24",Lebrija,Sevilla,41740
GRUPO VIÑARÁS TOLEDO,"Ctra. Madrid-Toledo, Km. 63,200",Olias del rey,Toledo,45280
GRUPOCIBSA,"Acustica Nº 18, Castellbisbal",Castellbisbal,Barcelona,8755
GS PREMIUMCAR,Avenida Sant Jordi 1,Solsona,Lleida,25286
GSA GARAGE,"Calle Puigcerda, 197 - P. Bj",Barcelona,Barcelona,8020
GSCARS,Crta De Les Tries 72,Olot,Girona,17800
GSM AUTOMOCIO,"C/ Francesc Layret, 7",Molins de rei,Barcelona,08750
GT AUTOS,C/ Licurgo Nº 44 Polg Ind. Sta Barbara,Malaga,Málaga,29004
GT CARS PREMIUM LAS PALMAS,"C/ Alfred Nobel, 5",Las palmas de gran canaria,Las palmas,35013
GT CARS PREMIUM TENERIFE,Av. Ten Bel 12 Pol. Ind. Las Chafiras,San miguel de abona,Tenerife,38639
Gt Deepcars,"C. De La Navalaosa, 16",Colmenar viejo,Madrid,28770
GT WAGEN,Martinez Izquierdo 6,Madrid,Madrid,28028
GT WAGEN VN,"Calle Martinez Izquierdo, 6",Madrid,Madrid,28028
GT3 CARS,Av/ La Cemba 111,Ponferrada,León,24403
GTC EL RAYO AMARILLO,"Avd. Barcelona, 262",Molins de rei,,08750
Gtcars,"Calle Amsterdam, 13,",Parla,Madrid,28983
GTR Axial SLU,Carrer Llevant 42,Avinyonet del penedes,,08793
"GTS CARS TGN, SL","Port. Tarraco, Moll De Llevant, Nº 5, Loc. 6-8",Tarragona,Tarragona,43004
GUADAIRA MOVIL,Parque Empresarial Polysol- Calle Polysol Uno- Nº 6,Alcala de guadaira,Sevilla,41500
GUADARRAMA CAMIONES,,,Madrid,
GUADARRAMA SEGOVIA,,,Segovia,
Guardamar Cars,"C/ Alona, 21",Alicante,Alicante,3007
GUDAYOL CARS,Mercè Rodoreda 13,Salt,Girona,17190
GUIA CONTRATAS S.L.,Camino Puente Del Rey 5 Churriana,Malaga,,29140
GUIFOR S.L.,,,Guipúzcoa,
Guillermo García (GGM),Carretera De Madrid 332,Jaén,,23009
GUPICAR AUTO,"Nac. 420, Km. 160 P.i. Escaparate, S/N",Puertollano,Ciudad real,13500
GUPICAR AUTO MADRID,"C/ Cervantes, 30 Puerta 4",Rozas de puerto real,Madrid,28649
GUTIERREZ AUTOMOVILES,Calle Antonio Huertas Remigio 58,Macarena,Granada,18200
GVO CUENCA,Poligono Campsa Nave 8,Cuenca,Cuenca,16004
GYATA GARANTIA TECNICA RONDA TOLEDO,Ronda De Toledo 20,Madrid,Madrid,28005
"GYATA, servicio oficial Ford","C/Sanchez Pacheco, 48",Madrid,Madrid,28002
"GYL LA ONTANILLA, S.L.",,,Toledo,
GYSA CÓRDOBA,"C/ Juan Bautista Escudero 9 ,Pi Las Quemadas",Cordoba,Córdoba,14014
"GYSA JEREZ, C.O. Land Rover y Jaguar",Avenida Tío Pepe 6,Jerez de la frontera,Cádiz,11407
Gz Concesionario,Concertar Cita Previa,Mostoles,Madrid,28445
H&P CARS 1978 S.L. (LEÓN),Avenida Portugal 35,León,León,24009
Habaneras Cars,"C/ Cerezo, 7",Torrevieja,Alicante,03184
HACHA MOTOR,"Ctra. De Valladolid, 75 Poligono De Los Villares",Villares de la reina,Salamanca,37184
"HACIENDA ORTIGOSA, S.L.",Ctra. Recajo Nº7,Viana,La rioja,31230
HAMBURG COSTA DEL SOL,Concretar Cita Previa,Malaga,Málaga,29604
HANGAR 3 ELITE CARS,Ctra. Barrio De La Fortuna Nº 10 Angar 1,Madrid,Madrid,28054
HAPPY CAR- MALAGA,C/ Carril De Picaza Nave 22,San pedro de alcantara,Málaga,29670
HARO MOTOR,Avenida De Logroño 31,Haro,La rioja,26200
Haro Rent a Car,"Urb. El Pilar C.c Benalpilar Local 3 C, Málaga",Estepona,Málaga,29680
HASSEN MOTOR S.L. (ALCALÁ),"C/ Chorrillo, 295",Alcala de henares,Madrid,28806
Haulotte Spain,"C/ Argentina N°13, P.i. La Garena",Alcala de henares,,28806
HC AUTOMOVILES,Calle Doctor Antoni Pujadas N 24-26,Sant boi de llobregat,Barcelona,08830
HCM PROFEAUTO,Calle Bolivia 34,Los villares,Salamanca,37184
HCS Autos CHIVA,"Av/ Maestro Garcia Navarro 38,",Chiva,Valencia,46370
HDiP EXCAVACIONES,,,Valencia,
Heavy Machinery Spain S.L,Pol. Ind 7. Nueva Campana,Marbella,,29660
HELP MY CAR,Calle Castillo De Caravaca Nave 2 Poligono Base 2000,Lorqui,Murcia,30564
HERBAMOTOR,"Ctra. Madrid-Colmenar Km 28,400",Colmenar viejo,Madrid,28770
HERBIE MOTOR,Avenida Olímpica 9 Centro Comercial La Vega (,Alcobendas,Madrid,28108
"HERMANOS BENITEZ MORENO, S.L.",,,Sevilla,
Hermanos quesada,Bueno Vallejo,Granada,Granada,18220
HERMANOS TOIMIL GARCIA,"C/ Prado, 97",Lalin,,36512
HERMES MOTOR,Carretera De Guadalmar 6,Malaga,Málaga,29004
HERMOVINGBEMA,"C/Imprenta De La Alborada Parc. 113 A , Polígono De Las Quemadas",Córdoba,Córdoba,14014
HERNAN OCASION,"C/ Orfebreria 7 , Móstoles",Móstoles,Madrid,28933
Herten Auto Plus,Calle Jupiter 2,Fortuna,Murcia,30620
Hertz Energy Services EMEA,,,Madrid,
HGP MOTORS.,Cabanyes Nº 20,Sabadell,Barcelona,08203
HGR,José Precioso,Hellin,,02400
"HHF MAQUINARIA - HERMANOS HERAS DE FRUTOS,S.L.","Mansilla, 10",Cerezo de abajo (segovia),,40591
HIBELECARS,Carretera De Ripollet Nº 4 Local,Montcada i reixach,Barcelona,8110
HIBRICAR,Ronda 1 Local 3 Centro Comercial Plaza Real,Parla,Madrid,28981
HIDALAUTO..,Camino De La Bullidera Nave 20,Begijar,Jaén,23520
HIDROBOYAL SLU,Carroza 7,Camarena,,45180
HIDROMEK MAQUINARIA DE CONSTRUCCION ESPAÑA SL,Avenida Progres 7,Viladecans,,08840
HIPERAUTO CORIA,Polígono La Estrella C/ Herrero 37,Coria del rio,Sevilla,41100
Hirundo Motors,Concertar Cita Previa,Madrid,Madrid,28010
HISPALJARAFE Concesionario Oficial TOYOTA,"Avda. Extremadura, 5 Y 7, Pol. Los Girasoles",Camas,Sevilla,41900
HISPANESA,"C/ Madera, 7 Pol. Ind. Santa Ana",Rivas vaciamadrid,Madrid,28529
"HISPANO JAPONESA DE MAQUINARIA, SL",,,León,
HISPAPOZOS SLL,C/ Francisco Garrido Nº35,Lantejuela,,41630
Hitasur,Juan Bautista Escudero 214B,Córdoba,Córdoba,14014
HIVITEL MOTOR,"Calle Santa Catalina, 6 - N 5",Santander,Cantabria,39012
"HNOS. JEREZ GAONA, S.L.",,,Alicante,
HOLAMOTOR ALMERIA,"Av. El Treinta, 95,",El ejido,Almería,04700
Holamotor Córdoba,Poligono Ind. Las Quemadas Parcela Nº13,Cordoba,Córdoba,14014
Holamotor Málaga,"Av. De José Ortega Y Gasset, 360 - Esq. Calle Tabor, Pol. Ind. El Viso",Málaga,Málaga,29006
HOLDING ZONE AND CARS SL,Avd Del Sistema Solar 9,Parla,Madrid,28983
HOME CAR,C/ Campo. Nave N6,Barbastro,Huesca,22300
HONDA AUTO GELKOR,Donostiako Ibilbidea 88,Astigarraga,Guipúzcoa,20115
HONDA QUADIS IBERTECNO VALENCIA,"Avda. Tres Cruces, 44",Valencia,Valencia,46014
